Zipcode,Dispensary Count,Patient Count,Latitude,Longitude
19143,0,2149,39.94,-75.23
19144,0,1605,40.03,-75.17
19145,0,1822,39.91,-75.2
19146,0,2099,39.94,-75.18
19147,2,2459,39.94,-75.15
19148,1,2045,39.91,-75.15
19149,0,769,40.04,-75.07
19150,0,632,40.07,-75.17
19151,0,896,39.98,-75.26
19152,1,693,40.06,-75.05
19153,0,216,39.89,-75.23
19154,0,1098,40.1,-74.98
19301,1,451,40.04,-75.49
19310,0,141,39.94,-75.97
19311,0,356,39.82,-75.78
19312,0,585,40.03,-75.44
19316,0,12,40.05,-75.83
19317,0,506,39.86,-75.59
19319,0,23,39.93,-75.52
19320,1,3579,39.98,-75.81
19330,0,215,39.87,-75.92
19331,0,4,39.88,-75.52
19333,1,378,40.04,-75.42
19335,0,3337,40,-75.7
19341,0,1227,40.03,-75.63
19342,0,825,39.89,-75.5
19343,0,527,40.09,-75.77
19344,0,675,40.09,-75.91
19346,0,2,39.79,-75.87
19347,0,4,39.76,-75.79
19348,1,1000,39.84,-75.71
19350,0,482,39.76,-75.78
19351,0,3,39.78,-75.89
19352,0,371,39.78,-75.88
19353,0,3,40.04,-75.62
19354,0,9,40.02,-75.71
19355,1,1670,40.03,-75.51
19358,0,5,39.96,-75.81
19360,0,5,39.77,-75.88
19362,0,187,39.74,-76.04
19363,0,719,39.78,-75.98
19365,0,467,39.95,-75.91
19366,0,2,39.9,-75.62
19367,0,2,39.96,-75.88
19369,0,27,39.98,-75.89
19372,1,186,40,-75.76
19373,0,134,39.9,-75.53
19374,0,38,39.83,-75.75
19375,0,33,39.9,-75.74
19376,0,3,39.96,-75.82
19380,0,3370,39.99,-75.6
19381,0,11,39.95,-75.6
19382,2,3149,39.93,-75.61
19383,0,3,39.95,-75.6
19390,0,532,39.82,-75.82
19395,0,13,39.93,-75.55
19399,0,5,40.05,-75.41
19401,0,1973,40.12,-75.33
19403,1,2803,40.15,-75.38
19404,0,10,40.12,-75.33
19405,0,441,40.1,-75.34
19406,2,1866,40.09,-75.38
19407,0,12,40.12,-75.42
19408,0,11,40.15,-75.4
19421,0,19,40.13,-75.63
19422,0,1245,40.14,-75.26
19423,0,2,40.21,-75.36
19425,0,835,40.1,-75.64
19426,0,2189,40.18,-75.45
19428,0,1655,40.07,-75.3
19430,0,6,40.22,-75.4
19435,0,9,40.33,-75.57
19436,0,22,40.2,-75.25
19437,0,51,40.18,-75.26
19438,0,1382,40.27,-75.38
19440,0,1004,40.27,-75.29
19442,0,34,40.13,-75.58
19443,0,6,40.24,-75.34
19444,0,663,40.08,-75.25
19446,1,3415,40.24,-75.28
19450,0,19,40.25,-75.4
19453,0,143,40.14,-75.5
19454,0,1548,40.21,-75.27
19456,0,21,40.14,-75.46
19457,0,11,40.21,-75.59
19460,1,3347,40.13,-75.51
19462,3,1122,40.1,-75.28
19464,2,3590,40.25,-75.64
19465,0,1126,40.19,-75.68
19468,0,1945,40.18,-75.53
19470,0,18,40.14,-75.8
19472,0,9,40.34,-75.58
19473,0,1025,40.25,-75.46
19474,0,63,40.22,-75.4
19475,0,940,40.17,-75.54
19477,0,13,40.18,-75.24
19478,0,2,40.27,-75.46
19481,0,21,40.09,-75.47
19484,0,5,40.09,-75.47
19486,0,3,40.21,-75.29
19490,0,12,40.19,-75.35
19492,0,51,40.28,-75.49
19501,0,66,40.24,-76.06
19503,0,99,40.4,-75.58
19504,0,245,40.38,-75.57
19505,0,187,40.37,-75.63
19506,0,341,40.43,-76.11
19507,0,142,40.47,-76.29
19508,0,1027,40.26,-75.81
19510,0,447,40.44,-75.87
19511,0,4,40.49,-75.74
19512,0,1059,40.33,-75.63
19516,0,7,40.49,-76.01
19518,0,994,40.26,-75.74
19520,0,329,40.15,-75.83
19522,0,812,40.45,-75.82
19523,0,7,40.2,-75.85
19525,0,993,40.32,-75.6
19526,0,662,40.55,-75.98
19529,0,174,40.63,-75.87
19530,0,637,40.52,-75.77
19533,0,404,40.44,-75.96
19534,0,101,40.57,-75.89
19535,0,8,40.34,-75.8
19536,0,41,40.48,-75.76
19538,0,15,40.55,-75.7
19539,0,171,40.49,-75.68
19540,0,706,40.28,-75.98
19541,0,229,40.47,-76.02
19543,0,306,40.15,-75.9
19544,0,5,40.42,-76.3
19545,0,18,40.34,-75.63
19547,0,243,40.37,-75.76
19548,0,6,40.28,-75.72
19549,0,27,40.58,-76.02
19550,0,18,40.45,-76.25
19551,0,288,40.34,-76.14
19554,0,32,40.51,-76.1
19555,0,226,40.49,-75.96
19559,0,18,40.49,-76.19
19560,0,665,40.4,-75.92
19562,0,179,40.5,-75.7
19564,0,2,40.52,-75.87
19565,0,540,40.33,-76.08
19567,0,338,40.36,-76.18
19601,0,1332,40.36,-75.94
19602,1,836,40.33,-75.92
19603,0,13,40.33,-75.92
19604,0,862,40.36,-75.91
19605,1,1351,40.4,-75.94
19606,0,2272,40.34,-75.86
19607,0,1590,40.29,-75.94
19608,0,1225,40.31,-76.03
19609,0,676,40.33,-76
19610,1,818,40.34,-75.97
19611,1,645,40.32,-75.94
19612,0,10,40.33,-75.92
